 	Spike markers	 	 
Time	Value	Cmt Time	Cmt Text
s	V	s	 
85.9986	1.0	83.0825	happy
86.01015	1.0	83.0825	happy
86.0163	0.0	83.0825	happy
86.0279	0.0	83.0825	happy
86.034	0.0	83.0825	happy
86.0394	1.0	83.0825	happy
86.0473	0.0	83.0825	happy
86.0597	1.0	83.0825	happy
86.3017	1.0	83.0825	happy
86.3206	1.0	83.0825	happy
86.34195	0.0	83.0825	happy
86.6237	1.0	83.0825	happy
86.6399	1.0	83.0825	happy
86.6546	0.0	83.0825	happy
86.8037	1.0	83.0825	happy
86.8213	1.0	83.0825	happy
86.84385	1.0	83.0825	happy
86.86685	0.0	83.0825	happy
86.88865	1.0	83.0825	happy
86.89455	1.0	83.0825	happy
87.0245	1.0	83.0825	happy
87.0699	1.0	83.0825	happy
87.0829	1.0	83.0825	happy
87.0866	1.0	83.0825	happy
87.108	0.0	83.0825	happy
87.3873	1.0	83.0825	happy
87.4261	1.0	83.0825	happy
87.4602	0.0	83.0825	happy
87.4662	1.0	83.0825	happy
87.4707	1.0	83.0825	happy
87.4764	1.0	83.0825	happy
87.4823	1.0	83.0825	happy
87.5276	1.0	83.0825	happy
87.54995	0.0	83.0825	happy
87.5562	1.0	83.0825	happy
87.56005	0.0	83.0825	happy
87.5794	1.0	83.0825	happy
87.602	1.0	83.0825	happy
87.62905	0.0	83.0825	happy
87.74425	1.0	83.0825	happy
87.7623	1.0	83.0825	happy
87.7741	1.0	83.0825	happy
87.7806	0.0	83.0825	happy
87.89955	1.0	83.0825	happy
87.90375	1.0	83.0825	happy
87.9085	1.0	83.0825	happy
87.96885	0.0	83.0825	happy
87.9749	1.0	83.0825	happy
87.9986	1.0	83.0825	happy
88.09865	1.0	83.0825	happy
88.1028	1.0	83.0825	happy
88.10655	1.0	83.0825	happy
88.119	1.0	83.0825	happy
88.12925	1.0	83.0825	happy
88.1356	1.0	83.0825	happy
88.14045	1.0	83.0825	happy
88.14655	1.0	83.0825	happy
88.15355	1.0	83.0825	happy
88.1621	0.0	83.0825	happy
88.1753	1.0	83.0825	happy
88.18645	1.0	83.0825	happy
88.22215	0.0	83.0825	happy
88.22685	1.0	83.0825	happy
88.24145	1.0	83.0825	happy
88.2528	1.0	83.0825	happy
88.28195	0.0	83.0825	happy
88.29045	1.0	83.0825	happy
88.463	1.0	83.0825	happy
88.4795	1.0	83.0825	happy
88.48425	1.0	83.0825	happy
88.4876	1.0	83.0825	happy
88.50415	0.0	83.0825	happy
88.50905	1.0	83.0825	happy
88.5306	1.0	83.0825	happy
88.6477	0.0	83.0825	happy
88.78435	0.0	83.0825	happy
88.8077	1.0	83.0825	happy
88.82355	1.0	83.0825	happy
88.8321	1.0	83.0825	happy
88.84115	0.0	83.0825	happy
88.96205	1.0	83.0825	happy
88.9831	1.0	83.0825	happy
89.00505	1.0	83.0825	happy
89.06705	1.0	83.0825	happy
89.10965	1.0	83.0825	happy
89.13405	1.0	83.0825	happy
89.1384	1.0	83.0825	happy
89.1428	1.0	83.0825	happy
89.16425	0.0	83.0825	happy
89.1736	0.0	83.0825	happy
89.1858	1.0	83.0825	happy
89.19695	1.0	83.0825	happy
89.2057	1.0	83.0825	happy
89.21185	0.0	83.0825	happy
89.2192	1.0	83.0825	happy
89.2264	0.0	83.0825	happy
89.23275	1.0	83.0825	happy
89.2374	1.0	83.0825	happy
89.258	1.0	83.0825	happy
89.2634	1.0	83.0825	happy
89.2911	1.0	83.0825	happy
89.2958	1.0	83.0825	happy
89.31385	1.0	83.0825	happy
89.3235	1.0	83.0825	happy
89.342	1.0	83.0825	happy
89.3499	0.0	83.0825	happy
89.36045	1.0	83.0825	happy
89.44455	1.0	83.0825	happy
89.5065	1.0	83.0825	happy
89.54395	0.0	83.0825	happy
89.5627	1.0	83.0825	happy
89.56795	1.0	83.0825	happy
89.58795	1.0	83.0825	happy
89.5981	1.0	83.0825	happy
89.61625	1.0	83.0825	happy
89.7083	1.0	83.0825	happy
89.84035	1.0	83.0825	happy
89.85215	1.0	83.0825	happy
89.87685	0.0	83.0825	happy
89.8862	1.0	83.0825	happy
89.89485	1.0	83.0825	happy
89.90095	1.0	83.0825	happy
89.90625	0.0	83.0825	happy
90.0419	1.0	83.0825	happy
90.0614	1.0	83.0825	happy
90.10145	1.0	83.0825	happy
90.2853	1.0	83.0825	happy
90.30045	1.0	83.0825	happy
90.30655	1.0	83.0825	happy
90.60115	0.0	83.0825	happy
90.61615	1.0	83.0825	happy
90.621	0.0	83.0825	happy
90.6363	0.0	83.0825	happy
90.6476	1.0	83.0825	happy
90.7256	1.0	83.0825	happy
90.74025	0.0	83.0825	happy
90.74425	1.0	83.0825	happy
90.7731	1.0	83.0825	happy
90.9178	1.0	83.0825	happy
90.92545	0.0	83.0825	happy
90.9312	1.0	83.0825	happy
90.93975	1.0	83.0825	happy
91.11445	1.0	83.0825	happy
91.1181	1.0	83.0825	happy
91.12465	1.0	83.0825	happy
91.1641	1.0	83.0825	happy
91.182	1.0	83.0825	happy
91.19675	1.0	83.0825	happy
91.20345	1.0	83.0825	happy
91.21095	1.0	83.0825	happy
91.21685	1.0	83.0825	happy
91.2212	1.0	83.0825	happy
91.23055	1.0	83.0825	happy
91.23495	1.0	83.0825	happy
91.24145	1.0	83.0825	happy
91.24905	1.0	83.0825	happy
91.25505	1.0	83.0825	happy
91.2589	0.0	83.0825	happy
91.29225	1.0	83.0825	happy
91.2958	1.0	83.0825	happy
91.3032	1.0	83.0825	happy
91.31075	1.0	83.0825	happy
91.3188	0.0	83.0825	happy
91.32475	1.0	83.0825	happy
91.33125	1.0	83.0825	happy
91.34065	0.0	83.0825	happy
91.3498	1.0	83.0825	happy
91.5973	0.0	83.0825	happy
91.60485	0.0	83.0825	happy
91.62405	1.0	83.0825	happy
91.6436	0.0	83.0825	happy
91.68015	0.0	83.0825	happy
91.70445	1.0	83.0825	happy
91.725	1.0	83.0825	happy
91.7466	1.0	83.0825	happy
91.756	1.0	83.0825	happy
91.83815	1.0	83.0825	happy
91.84285	1.0	83.0825	happy
91.8603	0.0	83.0825	happy
91.87245	1.0	83.0825	happy
91.8846	1.0	83.0825	happy
91.90065	0.0	83.0825	happy
91.92685	1.0	83.0825	happy
92.0848	1.0	83.0825	happy
92.1002	0.0	83.0825	happy
92.1018	1.0	83.0825	happy
92.11755	1.0	83.0825	happy
92.1215	1.0	83.0825	happy
92.12865	1.0	83.0825	happy
92.3825	0.0	83.0825	happy
92.3957	1.0	83.0825	happy
92.39975	1.0	83.0825	happy
92.40435	1.0	83.0825	happy
92.40985	1.0	83.0825	happy
92.417	1.0	83.0825	happy
92.46	1.0	83.0825	happy
94.84125	1.0	83.0825	happy
